Q01_Identification,Q02_Socioeconomic Background 1,Q03_Socioeconomic Background 2,Q04_Socioeconomic Background 3,Q05_Socioeconomic Background 4,Q06_Socioeconomic Background 5,Q07_Socioeconomic Background 6,Q08_Socioeconomic Background 7,Q09_Socioeconomic Background 8,Q10_Socioeconomic Background 9,Q11_Socioeconomic Background 10->Cantonese,Q11_Socioeconomic Background 10->Mandarin,Q11_Socioeconomic Background 10->English,Q11_Socioeconomic Background 10->Language(s) not mentioned above,Q12_Socioeconomic Background 11,Q13_AI Literacy 1,Q14_AI Literacy 2,Q15_AI Literacy 3,Q16_AI Literacy 4,Q17_AI Literacy 5,Q18_AI Literacy 6,Q19_AI Literacy 7,Q20_AI Literacy 8,Q21_AI Literacy 9,Q22_AI Literacy 10,Q23_AI Literacy 11,Q24_Mediators 1,Q25_Mediators 2,Q26_Mediators 3,Q27_Mediators 4,Q28_Mediators 5,Q29_Mediator 6,Q30_Mediators 7,Q31_Mediators 8,Q32_Mediators 9,Q33_Mediators 10
- cnasv02,3 : Secondary education,5 : Bachelor's degree,"5 : HKD 50,000 or above",2 : Direct Subsidy Scheme (DSS) school,3 :   Private Housing – Owned,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,0,0,1,1 : Never (0\%),1,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,3 : 3 = Not sure,4 : 4 = Agree,1 : 1 = Strongly disagree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Rarely,3 : 3 = Moderately familiar,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Sometimes,1 : 1 = Not available at all,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,4 : 4 = Often
Suprd11,6 : Postgraduate degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",3 : International school,3 :   Private Housing – Owned,4 : 4 people,2 : 200--399 square feet (19--37 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,0,1,1,3 : Sometimes (around 34-66\%),1,3 : 3 = Not sure,5 : 5 = Strongly agree,3 : 3 = Not sure,4 : 4 = Agree,3 : 3 = Not sure,3 : 3 = Not sure,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,2 : 2 = Rarely,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly comfortable,4 : 4 = Often
sbhjh18,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",1 : Government or Aided school,3 :   Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),0,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,2 : 2 = Disagree,5 : 5 = Strongly agree,5 : 5 = Very often,1 : 1 = Not at all familiar,5 : 5 = Very often,2 : 2 = Rarely,3 : 3 = Sometimes,3 : 3 = Moderately available,4 : 4 = Often,5 : 5 = Very often,4 : 4 = Very comfortable,2 : 2 = Rarely
MAVNG13,5 : Bachelor's degree,4 : Post-secondary education (non-degree),"3 : HKD 14,800–31,999",1 : Government or Aided school,4 :   Private Housing – Rented,2 : 2 people,1 : Less than 200 square feet (less than 19 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,0,1,0,2 : Rarely (around 1-33\%),1,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately available,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes
cnays22,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",1 : Government or Aided school,3 :   Private Housing – Owned,5 : 5 people,1 : Less than 200 square feet (less than 19 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,1 : Never (0\%),1,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,5 : 5 = Strongly agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Rarely,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,4 : 4 = Often
ghjlv09,6 : Postgraduate degree,4 : Post-secondary education (non-degree),"3 : HKD 14,800–31,999",3 : International school,3 :   Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,1,0,0,2 : Rarely (around 1-33\%),1,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,5 : 5 = Very often,3 : 3 = Moderately familiar,3 : 3 = Sometimes,4 : 4 = Often,5 : 5 = Very often,5 : 5 = Extremely available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,4 : 4 = Often
kdtit15,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",3 : International school,3 :   Private Housing – Owned,2 : 2 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,4 : 4 = Often,2 : 2 = Rarely,2 : 2 = Rarely,4 : 4 = Very available,2 : 2 = Rarely,1 : 1 = Never,3 : 3 = Moderately comfortable,3 : 3 = Sometimes
twsma16,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",1 : Government or Aided school,1 :   Public Rental Housing (PRH),4 : 4 people,2 : 200--399 square feet (19--37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,3 : Sometimes (around 34-66\%),1,4 : 4 = Agree,3 : 3 = Not sure,2 : 2 = Disagree,5 : 5 = Strongly agree,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Sometimes,2 : 2 = Slightly familiar,4 : 4 = Often,5 : 5 = Very often,3 : 3 = Sometimes,2 : 2 = Slightly available,5 : 5 = Very often,5 : 5 = Very often,3 : 3 = Moderately comfortable,2 : 2 = Rarely
duygma03,3 : Secondary education,4 : Post-secondary education (non-degree),"5 : HKD 50,000 or above",3 : International school,3 :   Private Housing – Owned,2 : 2 people,4 : 600--799 square feet (56--74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,4 : 4 = Often,2 : 2 = Slightly familiar,4 : 4 = Often,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately available,5 : 5 = Very often,4 : 4 = Often,3 : 3 = Moderately comfortable,4 : 4 = Often
cnlazu28,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",1 : Government or Aided school,3 :   Private Housing – Owned,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,1,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Sometimes,4 : 4 = Very available,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,4 : 4 = Often
zj j16,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",2 : Direct Subsidy Scheme (DSS) school,1 :   Public Rental Housing (PRH),6 : 6 or more people,2 : 200--399 square feet (19--37 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,1,0,0,2 : Rarely (around 1-33\%),1,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Often,2 : 2 = Slightly familiar,4 : 4 = Often,4 : 4 = Often,4 : 4 = Often,3 : 3 = Moderately available,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes
tcyga05,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",1 : Government or Aided school,3 :   Private Housing – Owned,4 : 4 people,3 : 400--599 square feet (37--56 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,2 : Rarely (around 1-33\%),1,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,1 : 1 = Strongly disagree,2 : 2 = Disagree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,3 : 3 = Sometimes,5 : 5 = Very often,3 : 3 = Sometimes,3 : 3 = Moderately available,2 : 2 = Rarely,2 : 2 = Rarely,4 : 4 = Very comfortable,4 : 4 = Often
jedij31,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",4 : Others,3 :   Private Housing – Owned,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),0,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes
anlhl24,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",1 : Government or Aided school,3 :   Private Housing – Owned,3 : 3 people,4 : 600--799 square feet (56--74 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,1 : Never (0\%),1,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes
lsmyj16,4 : Post-secondary education (non-degree),3 : Secondary education,"3 : HKD 14,800–31,999",1 : Government or Aided school,2 :   Subsidised Home Ownership Housing,6 : 6 or more people,2 : 200--399 square feet (19--37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,1,0,1,1 : Never (0\%),1,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Sometimes,1 : 1 = Not at all familiar,3 : 3 = Sometimes,4 : 4 = Often,2 : 2 = Rarely,2 : 2 = Slightly available,4 : 4 = Often,4 : 4 = Often,3 : 3 = Moderately comfortable,3 : 3 = Sometimes
nlsxa03,5 : Bachelor's degree,5 : Bachelor's degree,"4 : HKD 32,000–49,999",3 : International school,3 :   Private Housing – Owned,6 : 6 or more people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,1,0,1 : Never (0\%),1,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,5 : 5 = Strongly agree,4 : 4 = Often,2 : 2 = Slightly familiar,5 : 5 = Very often,3 : 3 = Sometimes,4 : 4 = Often,4 : 4 = Very available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,4 : 4 = Often
grsse04,5 : Bachelor's degree,6 : Postgraduate degree,"4 : HKD 32,000–49,999",4 : Others,4 :   Private Housing – Rented,4 : 4 people,3 : 400--599 square feet (37--56 m$^2$),"3 : No, I had limited or no access.",2 : Generally stable but occasionally unreliable,0,0,1,1,2 : Rarely (around 1-33\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Sometimes,2 : 2 = Slightly familiar,4 : 4 = Often,4 : 4 = Often,4 : 4 = Often,4 : 4 = Very available,4 : 4 = Often,4 : 4 = Often,2 : 2 = Slightly comfortable,4 : 4 = Often
cgtaty04,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",3 : International school,3 :   Private Housing – Owned,4 : 4 people,3 : 400--599 square feet (37--56 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,2 : Rarely (around 1-33\%),1,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Not sure,2 : 2 = Disagree,2 : 2 = Disagree,2 : 2 = Disagree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Rarely,1 : 1 = Not at all familiar,3 : 3 = Sometimes,4 : 4 = Often,2 : 2 = Rarely,3 : 3 = Moderately available,2 : 2 = Rarely,3 : 3 = Sometimes,4 : 4 = Very comfortable,4 : 4 = Often
Kntae14,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",1 : Government or Aided school,3 :   Private Housing – Owned,5 : 5 people,1 : Less than 200 square feet (less than 19 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,1,1,0,2 : Rarely (around 1-33\%),1,4 : 4 = Agree,3 : 3 = Not sure,3 : 3 = Not sure,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,2 : 2 = Rarely,4 : 4 = Often,2 : 2 = Rarely,3 : 3 = Moderately available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes
MAD 1.00,5 : Bachelor's degree,5 : Bachelor's degree,"2 : HKD 10,700–14,799",1 : Government or Aided school,3 :   Private Housing – Owned,5 : 5 people,4 : 600--799 square feet (56--74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,0,0,1,2 : Rarely (around 1-33\%),1,2 : 2 = Disagree,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,1 : 1 = Strongly disagree,4 : 4 = Agree,4 : 4 = Often,4 : 4 = Very familiar,5 : 5 = Very often,2 : 2 = Rarely,5 : 5 = Very often,3 : 3 = Moderately available,5 : 5 = Very often,2 : 2 = Rarely,3 : 3 = Moderately comfortable,4 : 4 = Often
srykr29,5 : Bachelor's degree,6 : Postgraduate degree,"4 : HKD 32,000–49,999",3 : International school,3 :   Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,4 : Often (above 67\%),1,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,1 : 1 = Strongly disagree,2 : 2 = Disagree,3 : 3 = Not sure,5 : 5 = Very often,5 : 5 = Extremely familiar,5 : 5 = Very often,2 : 2 = Rarely,5 : 5 = Very often,4 : 4 = Very available,5 : 5 = Very often,5 : 5 = Very often,5 : 5 = Extremely comfortable,5 : 5 = Very often
lnxge25,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",3 : International school,3 :   Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,1,1 : Never (0\%),1,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Sometimes,4 : 4 = Very available,2 : 2 = Rarely,1 : 1 = Never,3 : 3 = Moderately comfortable,3 : 3 = Sometimes
htmlt27,5 : Bachelor's degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",3 : International school,3 :   Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,4 : Often (above 67\%),1,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Rarely,3 : 3 = Moderately familiar,5 : 5 = Very often,4 : 4 = Often,5 : 5 = Very often,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes
ttdz06,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",3 : International school,4 :   Private Housing – Rented,3 : 3 people,2 : 200--399 square feet (19--37 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,3 : Sometimes (around 34-66\%),1,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes
lhrlb18,6 : Postgraduate degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",3 : International school,3 :   Private Housing – Owned,5 : 5 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,1,0,0,1 : Never (0\%),1,1 : 1 = Strongly disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,4 : 4 = Agree,2 : 2 = Disagree,3 : 3 = Not sure,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,5 : 5 = Strongly agree,3 : 3 = Sometimes,2 : 2 = Slightly familiar,4 : 4 = Often,3 : 3 = Sometimes,2 : 2 = Rarely,4 : 4 = Very available,3 : 3 = Sometimes,1 : 1 = Never,3 : 3 = Moderately comfortable,4 : 4 = Often
hwcaj01,3 : Secondary education,5 : Bachelor's degree,"3 : HKD 14,800–31,999",1 : Government or Aided school,1 :   Public Rental Housing (PRH),4 : 4 people,2 : 200--399 square feet (19--37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,5 : 5 = Strongly agree,2 : 2 = Disagree,3 : 3 = Not sure,3 : 3 = Sometimes,3 : 3 = Moderately familiar,2 : 2 = Rarely,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly available,2 : 2 = Rarely,2 : 2 = Rarely,2 : 2 = Slightly comfortable,3 : 3 = Sometimes
lkmam13,6 : Postgraduate degree,6 : Postgraduate degree,"4 : HKD 32,000–49,999",1 : Government or Aided school,3 :   Private Housing – Owned,5 : 5 people,4 : 600--799 square feet (56--74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,3 : Sometimes (around 34-66\%),1,3 : 3 = Not sure,5 : 5 = Strongly agree,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,5 : 5 = Strongly agree,3 : 3 = Not sure,4 : 4 = Agree,5 : 5 = Very often,4 : 4 = Very familiar,4 : 4 = Often,5 : 5 = Very often,3 : 3 = Sometimes,4 : 4 = Very available,4 : 4 = Often,5 : 5 = Very often,4 : 4 = Very comfortable,3 : 3 = Sometimes
SSALFWJ05,4 : Post-secondary education (non-degree),3 : Secondary education,"3 : HKD 14,800–31,999",1 : Government or Aided school,4 :   Private Housing – Rented,3 : 3 people,2 : 200--399 square feet (19--37 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,4 : Often (above 67\%),1,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Not sure,1 : 1 = Strongly disagree,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly available,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly comfortable,5 : 5 = Very often
greea22,3 : Secondary education,5 : Bachelor's degree,"4 : HKD 32,000–49,999",1 : Government or Aided school,3 :   Private Housing – Owned,6 : 6 or more people,4 : 600--799 square feet (56--74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,2 : 2 = Disagree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,4 : 4 = Agree,2 : 2 = Disagree,3 : 3 = Not sure,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,3 : 3 = Not sure,3 : 3 = Sometimes,2 : 2 = Slightly familiar,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Sometimes,4 : 4 = Very available,1 : 1 = Never,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes
sgfyre09,6 : Postgraduate degree,3 : Secondary education,"5 : HKD 50,000 or above",1 : Government or Aided school,3 :   Private Housing – Owned,4 : 4 people,4 : 600--799 square feet (56--74 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,1 : Never (0\%),1,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,3 : 3 = Not sure,4 : 4 = Often,2 : 2 = Slightly familiar,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes
tgtyk18,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",1 : Government or Aided school,3 :   Private Housing – Owned,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",3 : Often unstable or slow,0,1,1,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,2 : 2 = Disagree,2 : 2 = Disagree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,3 : 3 = Sometimes,2 : 2 = Slightly familiar,2 : 2 = Rarely,4 : 4 = Often,3 : 3 = Sometimes,5 : 5 = Extremely available,2 : 2 = Rarely,1 : 1 = Never,4 : 4 = Very comfortable,5 : 5 = Very often
knske27,3 : Secondary education,3 : Secondary education,"5 : HKD 50,000 or above",1 : Government or Aided school,3 :   Private Housing – Owned,4 : 4 people,4 : 600--799 square feet (56--74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,4 : 4 = Often,4 : 4 = Often,3 : 3 = Sometimes,2 : 2 = Slightly available,3 : 3 = Sometimes,4 : 4 = Often,3 : 3 = Moderately comfortable,4 : 4 = Often
bmjyn22,5 : Bachelor's degree,6 : Postgraduate degree,"2 : HKD 10,700–14,799",2 : Direct Subsidy Scheme (DSS) school,3 :   Private Housing – Owned,6 : 6 or more people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,1,0,1 : Never (0\%),1,1 : 1 = Strongly disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,1 : 1 = Strongly disagree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Never,4 : 4 = Very familiar,5 : 5 = Very often,3 : 3 = Sometimes,3 : 3 = Sometimes,5 : 5 = Extremely available,4 : 4 = Often,4 : 4 = Often,5 : 5 = Extremely comfortable,5 : 5 = Very often
